Name,Org Type 1,Org Type 2,Org Type 3,Org Type 4,Org Type 5,Org Type 6,Primary eMail,Website,Telephones,Main Address,Main Address State,Registered Address,Registered Address State,Contact 1 Name,Contact 1 Designation,Contact 1 eMail,Contact 1 Telephones,Contact 2 Name,Contact 2 Designation,Contact 2 eMail,Contact 2 Telephones,Brief Information,Year of Establishment,GuideStar Url
"NALANDA BAHUDDESHIYA SEVABHAVI SANSTHA, JALNA",Support,,,,,,,,919421320548,"Pangarkar Nagar, Ambad Road,,Jalna,Maharashtra,431203",Maharashtra,,,,,,,,,,,,,http://www.guidestarindia.org/Summary.aspx?CCReg=10106
NARAYAN EDUCATIONAL SOCIETY,Direct Service,Intermediary,Network,,,,,,+919412068414,"176(68-A),New Colony Chujurgi,Etawah,Uttar Pradesh,206001",Uttar Pradesh,"176(68-A),New Colony Chugurji,Etawah,Uttar Pradesh,206001",Uttar Pradesh,Narayan Babu Saxena,President,,,,,,,"Narayan Educational Society (NES) was founded on 08thAugust 2012 by group of youthactivists, who came together to improve and up grading India community in Etawah city realizedthe necessity of establishment means of contributing to their community needs in respond to acountry wise formation of voluntary institution by various community group most of them wereyouth group.Like wise the agencies and the other national humanitarian in situations operating inIndia have encouraged the foundation of youth organizations and promised to improve capacitybuilding in order to create participation at community level in order to achieve sustainable resultfrom the activities to their communities especially youth ,children and women.",2012,http://www.guidestarindia.org/Summary.aspx?CCReg=10062
NATIONAL HUMAN RIGHTS ORGANIZATION,Direct Service,,,,,,,,919570221234,"Office No- 9, 10, Krishna Tower, Gari Khana, Cart Saray Road,Ranchi,Jharkhand,834001",Jharkhand,,,,,,,,,,,"National Human Rights Organization is located in Ranchi, Jharkhand.",2017,http://www.guidestarindia.org/Summary.aspx?CCReg=10120
NAVODAY GRAMIN SANSTHA,Direct Service,,,,,,,,"919923556700,918275371806","Shaan Manzil,Old D.ed Collage Building, Jawhar, Tal. Jawhar,Jawhar,Palghar,Maharashtra,401603",Maharashtra,,,,,,,,,,,"Navoday Gramin Sanstha is located in Palghar, Maharashtra.",2003,http://www.guidestarindia.org/Summary.aspx?CCReg=10086
NEW ARK MISSION OF INDIA,Direct Service,,,,,,,,919900120100,"New Ark Mission of India (Home of Hope), Byrathi Bande,Hennur-Bagalur Main Road,Kannur Post, Bangalore,Bengaluru (Bangalore) Rural,Karnataka,562149",Karnataka,"Survey No 104, Chikkagubbi Village,Hennur-Bagalur Main Road,Bidarahalli,Bengaluru (Bangalore) Rural,Karnataka,562149",Karnataka,T Raja,Founder,newarkmissionofindia@yahoo.com,,,,,,"Home of Hope, a hospice that helps to give a new life to the castaways on the street, is about half-hours drive from the heart of the city of Bangalore. The Home is an active wing of New Ark Mission of India, an NGO founded by Thomas Raja, popularly known as Auto Raja. Men, women and children along with mentally challenged and differently abled find their living at this home. Home of Hope is not just a roof for the destitutes, but a ‘home’ in its true sense, helping them to live like a member of a loving family, as loved and lovable human beings.To find out more about the organisation, log on to http://newarkmission.org/stories.php and https://www.youtube.com/watch?v=bcd2rKIu5uo",2004,http://www.guidestarindia.org/Summary.aspx?CCReg=10131
NIRBHID PRATISHTHAN,Advocacy & Campaigning,Direct Service,Grant-making,Intermediary,Network,Support,,www.nirbhid.org,919762206566,"Near ST stand,A/P- Pulkoti,Maan,Satara,Maharashtra,415509",Maharashtra,,,,,,,,,,,"Nirbhid Pratishthan is an ngo working in drought prone, water scare area of Maharshtra. we are focussing on health, education, nutrition and rural empowerment. We have 12 AA and 80 g certificates.",2009,http://www.guidestarindia.org/Summary.aspx?CCReg=10073
Nisarg Vikas Bahuuddeshiya Sevabhavi Sanstha,Grant-making,,,,,,,NA,912446244943,"Niasarg Niwas, Mahesh Colony, At.Post. Chanai Tq. Ambajogai,Ambajogai,Beed,Maharashtra,431517",Maharashtra,"Nisarg Niwas, Mahesh Colony, At.Post. Chanai Tq. Ambajogai,Ambajogai,Beed,Maharashtra,431517",Maharashtra,,,,,,,,,"The proposed area for development of Beed Dist of Marathwada region of Maharashtra is socially and economically backward. About 65 percent of its population lives below the poverty line irregularity in rainfall. Starvation are primary issues of this region 50% of farmers perform one crop pattern and the land holding pattern is very abnormal in the area.The natural calamities and environment imbalance attract this region. Ambajogai hence is listed  under drought prone real programs. Hence starvation farming and displacement are the up shooting issues here. The landless laborers in original farmers, issues of women and children are to name few issues in the area.The condition of farmers and women’s  in this region is pity saddening. Ninet",2004,http://www.guidestarindia.org/Summary.aspx?CCReg=10109
"PARIGYAN FOUNDATION SHIKSHA SAMITI, KHETRI",Advocacy & Campaigning,,,,,,,,919461888889,"Ward No 13 Khetri,Jhunjhunu,Rajasthan,333503",Rajasthan,,,,,,,,,,,,,http://www.guidestarindia.org/Summary.aspx?CCReg=9984
PRATIBHA SHANKARRAO KALE BAHUUDESHIY SANSTHA,Advocacy & Campaigning,Direct Service,,,,,,,919890844639,"Opp Municipal Office,Camp Road,Pulgaon,Wardha,Maharashtra,442302",Maharashtra,,,,,,,,,,,"Pratibha Shankarrao Kale Bahuudeshiy Sanstha is located in Wardha, Maharashtra.",2013,http://www.guidestarindia.org/Summary.aspx?CCReg=10134
Public Peace and Development Foundation,Advocacy & Campaigning,Support,,,,,,https://pmny.in/PIWgHw3spobj,+919622730630,"H. No 278, Ward No 17 Mohallah Jernelly,Poonch City,Poonch,Jammu and Kashmir,185101",Jammu and Kashmir,"H. No 278, Ward No 17 Mohallah Jernelly,Poonch City,Poonch,Jammu and Kashmir,185121",Jammu and Kashmir,,,,,,,,,"Public Peace and Development Foundation, is a non-Governmental Organization, Registered under Jammu and Kashmir Societies Registration Act, VI of 1998 (1941 A.D.) vide its registration No: 954-S of 2015. The organization is also registered under NGO Darpan, NiITI Aayog vide its registered No. Unique ID: JK/2017/0150566.",2015,http://www.guidestarindia.org/Summary.aspx?CCReg=10056
RESEARCH AND IMPLEMENTATION SOCIETY FOR HUMAN IMPROVEMENT,Direct Service,,,,,,,,919158439301,"104, Kalpak, Yashwant Nagar, Talegaon Station,Pune,Maharashtra,410507",Maharashtra,"38, Mumbai Pune Road, Khadki,Pune,Maharashtra,411003",Maharashtra,,,,,,,,,"Research and Implementation Society for Human Improvement (RISHI) is located in Pune, Maharashtra.",1996,http://www.guidestarindia.org/Summary.aspx?CCReg=10140
RESOURCE CENTRE FOR HUMAN DEVELOPMENT,Direct Service,,,,,,,,919423893536,"05-B, Kankeshwar Apt, Balaji Naka,Alibaug,Raigad,Maharashtra,402201",Maharashtra,,,,,,,,,,,"Resource Centre for Human Development is Located in Raigad, Maharashtra",2009,http://www.guidestarindia.org/Summary.aspx?CCReg=10127
RINDA foundation,Advocacy & Campaigning,Direct Service,Network,,,,,http://www.rinda-f.org/in,918048001270,"1/1, 46th Cross, Sangam Circle,,8th Block Jayanagar,,Bangalore,Bengaluru (Bangalore) Urban,Karnataka,560082",Karnataka,,,Rajkumar Sambandam,Co-Founder,,,,,,,Rinda foundation is a non-profit organization Established in India.,,http://www.guidestarindia.org/Summary.aspx?CCReg=10074
ROSHNI FOUNDATION,Direct Service,Support,,,,,,,"919868103558,919718806042","110, Shikha Apartments, Plot No 48, I.P.Extension,Delhi,East Delhi,110092",Delhi,,,,,,,,,,,,,http://www.guidestarindia.org/Summary.aspx?CCReg=10125
ROSTRIYA JANKALYAN INFORMATION TECHNOLOGY SOCIETY,Direct Service,Grant-making,Intermediary,Support,,,,,919461705610,"96, 2nd Floor ,Kalawati Paliwal Market ,Gumanpura ,,96, 2ND FLOOR ,KALAWATI PALIWAL MARKET ,GUMANPURA ,KOTA,Kota,Rajasthan,324002",Rajasthan,"No. 4/ B-3 Dilshad Garden,96, 2ND FLOOR ,KALAWATI PALIWAL MARKET, GUMANPURA ,KOTA,New Delhi,Delhi,110095",Delhi,,,,,,,,,"OUR ORGANIZATION WORK SCIENCE 2006. OUR ORGANIZATION IS WORK FOR POOR CHILDREN ,WIDOW,AND RURAL PEOPLE AND DISABLED PEOPLE",2006,http://www.guidestarindia.org/Summary.aspx?CCReg=10050
S.S.RESEARCH FOUNDATION,Direct Service,Support,,,,,,http://www.ssresearch.org,914634252369,"130/123,Veerappapuram Street, Near Saibaba Temple,Kallidaikurichi,Tirunelveli,Tamil Nadu,627416",Tamil Nadu,,,Chitra,Managing Director,,,,,,,"We focus on a unique multidisciplinary research activities and education to engage and influence strategy and practice in the conservation and management of natural resources, sustainable development in a social manner. We are committed to build an internationally competitive research capacity through collaborations for the economic and social development of the country. Right now We have 6 people directly working and few others supporting us as and when required.",2017,http://www.guidestarindia.org/Summary.aspx?CCReg=10091
SADBHAV SEVABHAVI SANSTHA,Direct Service,,,,,,,,919175917549,"Aai Sai Niwas, Plot No.121, Tirupati Nagar,Behind Honda Showroom, Akola Road,Hingoli,Maharashtra,431513",Maharashtra,,,,,,,,,,,"Sadbhav Sevabhavi Sanstha is located in Hingoli, Maharashtra",2007,http://www.guidestarindia.org/Summary.aspx?CCReg=10105
Saint Hardyal Educational and Orphans Welfare Society,Direct Service,,,,,,,www.sheows.org,919999220040,"B-11, Gf Greater Kailash Enclave - 1,Delhi,South Delhi,110048",Delhi,"C-1/72 Lawrence Road, Keshaw Puram,Delhi,North West Delhi,110035",Delhi,,,,,,,,,"Guru Vishram Vridh Ashram started as a small facility for the destitute found on the roads of Delhi. Providing the basic facility like food and clothes. With the help of generous and mindful people of our community, the old age home now stands with10 ICU beds, 24/7 Doctors and nurses, Physiotherapy lab, Lifts for elderly, Pathology lab and X-ray monitoring, Medicines, Fresh food and Clean clothes throughout the year which is rendered to the elderly completely free of cost. Right now, there are 300 elderly residents staying with us in our New Delhi and Garhmukhteshwar Ashram. We have sheltered over 4000 elderly individuals, about 1550 residents have been cremated and more than 1410 people have been rehabilitated and sent to their HOMES",1994,http://www.guidestarindia.org/Summary.aspx?CCReg=10057
SAMRIDDHI MAHILA VIKAS EVAM SIKSHA SAMITI,Advocacy & Campaigning,Direct Service,Grant-making,Intermediary,Network,Support,,,918959920747,"Gurh Road,Churhat,Sidhi,Madhya Pradesh,486771",Madhya Pradesh,"H.No. 35, W.No.06 Hardiha Pawai,Churhat,Sidhi,Madhya Pradesh,486771",Madhya Pradesh,,,,,,,,,"Samriddhi Mahila Vikas Evam Siksha Samiti is located in Sidhi, Madhya Pradesh.",2017,http://www.guidestarindia.org/Summary.aspx?CCReg=10076
SANT NAMDEV MAHARAJ BAHUUDDESHIY SANSTHA,Direct Service,Support,,,,,,,919371201015,"No 54, House No 20, Gurumauli, Shiv Colony,Jalgaon,Maharashtra,425001",Maharashtra,,,,,,,,,,,,,http://www.guidestarindia.org/Summary.aspx?CCReg=10143
"Sanvi Foundation, Nandurbar",Direct Service,Network,,,,,,,917798737737,"01 Saraswati Colony Taloda Road Nandurbar,01.saraswati colony taloda road nandurbar,Nandurbar,Maharashtra,425412",Maharashtra,"01,Saraswati Colony,Nandurbar,Maharashtra,425412",Maharashtra,,,,,,,,,"Sanvi Foundation is located in Nandurbar, Maharashtra.",2015,http://www.guidestarindia.org/Summary.aspx?CCReg=10103
SAVITRIBAI FULE MAHILA MANDAL,Advocacy & Campaigning,Direct Service,Support,,,,,,919922644660,"At Post Deulgaon Sakarsha,Mehkar,Buldhana,Maharashtra,443304",Maharashtra,,,,,,,,,,,"Savitribai Fule Mahila Mandal is located in Buldhana, Maharashtra.",1989,http://www.guidestarindia.org/Summary.aspx?CCReg=10121
SHRIRAM BAHUUDDESHIYA SEVABHAVI SANSTHA,Direct Service,Network,Support,,,,,,919850095007,"Ap-Araewadi,Biroba Ban Road,Kavathe Mahankal,Sangli,Maharashtra,416403",Maharashtra,,,,,,,,,,,"Shriram Bahuuddeshiya Sevabhavi Sanstha is located in Sangli, Maharashtra.",2004,http://www.guidestarindia.org/Summary.aspx?CCReg=10101
Siliguri Anindita Society,Support,,,,,,,,"919434889031,919531562120,913532110531","24, Noukaghat Main Road, P.O.- Siliguri Bazar, P.S.- Bhaktinagar,Bhaktinagar,Jalpaiguri,West Bengal,734005",West Bengal,,,,,,,,,,,"Siliguri Anindita Society is located in Jalpaiguri, West Bengal.",2010,http://www.guidestarindia.org/Summary.aspx?CCReg=10124
SIMPLE EDUCATION FOUNDATION,Advocacy & Campaigning,Direct Service,,,,,,http://simpleeducationfoundation.org/,"919871136123,919654641751","A-86, Second Floor,Malviya Nagar,New Delhi,South Delhi,Delhi,110017",Delhi,"H-1, Bandhu Vihar, CGHS,Sector – 10, Plot No. – 11, Dwarka,,New Delhi,South West Delhi,Delhi,110015",Delhi,,,,,,,,,"Simple Education Foundation (SEF) is a not-for-profit organization based in Delhi. It was founded in 2013 by two Teach For India alumni, and is registered as a trust. SEF works with the mission to build pathways that offer every child the access to quality education, regardless of their social and economic backgrounds. We do this by transforming the teaching and learning processes within government schools through a 'Whole School Transformation' program, across diverse contexts and landscapes. Currently we directly reach out to 500+ students and 25 teachers across 2 Northern states in India.",2013,http://www.guidestarindia.org/Summary.aspx?CCReg=10118
Sri Guru Singh Sabha,Direct Service,,,,,,,,"919871312838,911145140591","Guru Nanak Public School, G-8 Area,Opposit Hari Nagar Sports Complex, Rajouri Garden,New Delhi,Delhi,110064",Delhi,,,,,,,,,,,"Sri Guru Singh Sabha is located in New Delhi, Delhi.",1955,http://www.guidestarindia.org/Summary.aspx?CCReg=10075
SRI SATYA SAI DHARMIKA SEVA SAMSTHA,Direct Service,,,,,,,,919246295035,"D.No : 7-458, ZP Colony, Gandhi Nagar,Mangamuru Road, Near YSR Statue,Ongole,Prakasam,Andhra Pradesh,523002",Andhra Pradesh,,,,,,,,,,,"Sri Satya Sai Dharmika Seva Samstha is a Registered Society which runs a Complete FREE School in the name Sri Satya Sai Samagra Vidya Kendram for the poorest of the poor. We provide FREE Education, Free Evening Nutritious Food & Time to Time Free Medical Checkups. This Academic year 284 children are getting Free Education.",2002,http://www.guidestarindia.org/Summary.aspx?CCReg=10038
"SWAKULSALI SAMAJ SEVA MANDAL, SANGLI",Direct Service,Support,,,,,,swakulsalisangli.org,919422614774,"Tara Complex,Panch Mukhi Maruti Road, Kothavale Galli,Khanbhag,Sangli,Maharashtra,416416",Maharashtra,,,,,,,,,,,"Swakulsali Samaj Seva Mandal is located in Sangli, Maharashtra.",1992,http://www.guidestarindia.org/Summary.aspx?CCReg=10102
"SWAROOP SEWA BHAVI SANSTHA , BASMATH",Advocacy & Campaigning,Direct Service,Intermediary,Network,Support,,,,"919822458418,919623999977","BMC A 2608 Satnatrya Sainik Colony , Mudi Road ,Basmath Nagar.,Mudi Road , Basmath Nagar.,Basmath  Nagar,Hingoli,Maharashtra,431512",Maharashtra,"BMC A 2608 Satnatrya Sainik Colony , Mudi Road ,Basmath Nagar.,Mudi Road , Basmath Nagar.,Basmath Nagar,Hingoli,Maharashtra,431512",Maharashtra,,,,,,,,,"Swaroop Sevabhavi Sanstha Basmath is located in Hingoli, Maharashtra.",2009,http://www.guidestarindia.org/Summary.aspx?CCReg=10138
TAKSHILA FOUNDATION,Direct Service,Network,,,,,,http://parivartanbihar.org,919810024118,"C-404 (Basement) Defence Colony,,New Delhi,Delhi,110024",Delhi,,,Sanjiv Kumar,Founder & President,,,,,,,"Takshila Foundation initiated Parivartan, an integrated rural community development initiative. It is a social organization that aims to provide an enabling environment for children, youth, women, farmers and artisans from nearby villages. Functional from October 2011, Parivartan has been working from its beautiful campus at Narendrapur village (Siwan, Bihar) in 36 nearby villages on various issues that include early childhood development, education, livelihood, farming practices, social and economic empowerment of women, music and theatre revival, community sports, and weaving craft revival.",2001,http://www.guidestarindia.org/Summary.aspx?CCReg=10108
TEJASWINI FOUNDATION,Direct Service,,,,,,,,918624035389,"Sadanand Gobre, House No-28, Shikshak Colony, Rahul Nagar,Amravati,Maharashtra,444606",Maharashtra,,,,,,,,,,,"Tejaswini Foundation is located in Amravati, Maharashtra.",2007,http://www.guidestarindia.org/Summary.aspx?CCReg=10136
THINK FOR SMILE FOUNDATION,Support,,,,,,,,917554917366,"Plot No.32 Mp Nagar Zone 1 Near Chetak Bridge Bhopal,Bhopal,Madhya Pradesh,462023",Madhya Pradesh,"15/23 Saman Bandh,Rewa,Madhya Pradesh,486001",Madhya Pradesh,,,,,,,,,"Think for Smile Foundation is located in Bhopal,  Madhya Pradesh.",2016,http://www.guidestarindia.org/Summary.aspx?CCReg=10080
